,bert_cause_cs_pairs,bert_treat_cs_pairs,roberta_cause_cs_pairs,roberta_treat_cs_pairs,bert_cause_cs_simple,bert_treat_cs_simple,roberta_cause_cs_simple,roberta_treat_cs_simple,term1,term2,relation_candidates,sentence,entity_id_y,is_cause,is_treat,is_food_correct,is_food_partially_correct,is_disease_correct,is_disease_partially_correct,bert_cause_ade_simple,roberta_cause_ade_simple,bert_cause_ade_pairs,roberta_cause_ade_pairs,biobert_cause_cs_simple,biobert_treat_cs_simple,biobert_cause_ade_simple,biobert_cause_cs_pairs,biobert_treat_cs_pairs,biobert_cause_ade_pairs
43,0.0,1.0,0.0,1.0,0,1,0,1,fish oil,skin inflammation,Nutritional supplementation with YYY or ÃÂÃÂÃÂÃÂ-3 ( n-3 ) polyunsaturated fatty acids ( PUFAs ) has potential benefits for XXX .,Nutritional supplementation with fish oil or ÃÂÃÂÃÂÃÂ-3 (n-3) polyunsaturated fatty acids (PUFAs) has potential benefits for skin inflammation.,DOID:2723,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0,1,0,0.0,1.0,0.0
287,0.0,1.0,0.0,0.0,0,1,0,1,saffron,asthma,XXX has anti-inflammatory effects and may has beneficial effects on YYY .,Saffron has anti-inflammatory effects and may has beneficial effects on asthma.,DOID:2841,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,1,0.0,1.0,0.0
62,0.4,0.9,0.0,1.0,0,1,0,1,tea,osteoporosis,"YYY drinking has positive effects on bone health and may prevent and treat XXX , especially in older and","Tea drinking has positive effects on bone health and may prevent and treat osteoporosis, especially in older and postmenopausal women.",DOID:11476,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
23,1.0,0.0,1.0,0.0,1,0,1,0,trigonella foenum-graecum,hypoglycemic,"XXX ( fenugreek ) has been reported to have YYY , hypocholesterolemic , hyperinsulinemic and","Trigonella foenum-graecum (fenugreek) has been reported to have hypoglycemic, hypocholesterolemic, hyperinsulinemic and anti-diabetic properties.",,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,1,0,0,0.2,0.0,0.2
262,1.0,0.0,1.0,0.0,1,0,1,0,protein-containing dust,respiratory diseases,Influence of XXX on the workers results in YYY .,Influence of protein-containing dust on the workers results in respiratory diseases.,,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.1,0.9,1,0,1,1.0,0.0,0.0
148,0.0,1.0,0.0,0.0,0,1,0,1,garlic,ailments,remedy for a variety of XXX XXX YYY and is also known for,"Garlic (Allium sativum) is a popular spice, a remedy for a variety of ailments and is also known for its medicinal uses as an antibiotic, antithrombotic and antineoplastic agent.",,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.5,0.0,0,1,0,0.0,1.0,0.0
159,0.0,1.0,0.0,1.0,0,1,0,1,ginger,alzheimer disease,"Components of YYY ( Zingiber officinale ) extracts have been described as potential new drug candidates against XXX ( AD ) , able","Components of ginger (Zingiber officinale) extracts have been described as potential new drug candidates against Alzheimer disease (AD), able to interact with several molecular targets related to the AD treatment.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.3,0,1,0,0.0,1.0,0.0
298,0.0,0.2,0.0,1.0,0,1,0,1,p. cauliflora,skin irritations,"The fruits of YYY are used as food , and almost all parts of this species have long been used as a traditional Brazilian medicine for the treatment of XXX , flu , diarrhea ,","The fruits of P. cauliflora are used as food, and almost all parts of this species have long been used as a traditional Brazilian medicine for the treatment of skin irritations, flu, diarrhea, labyrinthitis, genito-urinary problems, and asthma.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
74,0.0,0.0,0.0,0.0,0,0,0,0,flour dust,respiratory diseases,"decades , occupational exposure to YYY has been linked to a range of XXX , including occupational asthma ,","For decades, occupational exposure to flour dust has been linked to a range of respiratory diseases, including occupational asthma, thought to result from exposure to fungi present in the flour.",,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,0,0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0,0,1,0,alcohol,drug abuse,"unreported or untreated cases of YYY and XXX , medication which impairs driving","The most frequent reasons for iatrogenic incapacity to drive are unreported or untreated cases of alcohol and drug abuse, medication which impairs driving competence, and sleep-apnea syndrome.",,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.4,0.0,1,0,0,0.0,0.0,0.0
245,0.0,0.8,0.0,0.0,0,1,0,1,extra-virgin olive oil,inflammatory diseases,support a beneficial role of XXX ( EVOO ) in several YYY .,Current experimental studies support a beneficial role of extra-virgin olive oil (EVOO) in several inflammatory diseases.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,0,0,0,0.0,0.9,0.0
84,0.7,0.9,0.0,0.0,1,1,0,1,ginger,inflammation,as an anti-oxidant and anti- XXX XXX YYY can effect on these biomarkers,Ginger as an anti-oxidant and anti-inflammation can effect on these biomarkers.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.5,0.0,0,1,0,0.0,1.0,0.0
309,1.0,0.0,0.0,0.0,0,0,1,0,peanut,food allergies,"for the diagnosis of various XXX , such as allergy to YYY , but not to fish","The basophil activation test (BAT) has been reported to be useful for the diagnosis of various food allergies, such as allergy to peanut, but not to fish.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0,0,0,0,egg consumption,coronary heart disease,"The associations of YYY with total , XXX ( CHD ) , and","The associations of egg consumption with total, coronary heart disease (CHD), and stroke mortality are poorly understood.",DOID:3393,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.1,0.0
118,0.0,0.0,0.0,1.0,1,0,0,0,diets rich in (poly)phenols,cardiovascular disorders,XXX are associated with a reduced reduction in the incidence of YYY .,Diets rich in (poly)phenols are associated with a reduced reduction in the incidence of cardiovascular disorders.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
282,0.0,0.0,0.3,0.9,0,0,1,0,shells of embryonated eggs,chlamydia-qpcr,YYY determined that 97.6 % of XXX ( 287/294 ) from a,Chlamydia-qPCR determined that 97.6% of shells of embryonated eggs (287/294) from a breeding farm were positive for C. gallinacea.,DOID:11263,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
123,0.0,1.0,0.0,1.0,0,1,0,1,folic acid,stroke,The CSPPT ( China YYY Primary Prevention Trial ) demonstrated a significant risk reduction of first stroke in hypertensive patients treated with enalapril plus XXX compared with those with enalapril,"The CSPPT (China Stroke Primary Prevention Trial) demonstrated a significant risk reduction of first stroke in hypertensive patients treated with enalapril plus folic acid compared with those with enalapril alone, but the lifetime stroke-free survival associated with the treatment is unknown.",DOID:6713,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
213,1.0,0.0,1.0,0.0,1,0,1,0,wheat,food allergy,"XXX is a common disease caused by the intake of allergen-containing foods , such as milk , eggs , peanuts , and YYY .","Food allergy is a common disease caused by the intake of allergen-containing foods, such as milk, eggs, peanuts, and wheat.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,1,0,0,1.0,0.0,1.0
197,1.0,0.0,0.0,0.0,0,0,0,0,olive oil,coronary heart disease,"amount of total fat , YYY , type of meat and wine intake ; milk vs. cheese ; fruits and vegetables ; and the rates of XXX and cancer , with the","Their diets differ in the amount of total fat, olive oil, type of meat and wine intake; milk vs. cheese; fruits and vegetables; and the rates of coronary heart disease and cancer, with the lower death rates and longer life expectancy occurring in Greece.",DOID:3393,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
87,0.0,0.0,0.0,1.0,0,0,0,1,folic acid fortification,neural tube defects,There is no doubt that XXX can be effective for reducing the incidence of YYY .,There is no doubt that folic acid fortification can be effective for reducing the incidence of neural tube defects.,DOID:0080074,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.3,0.0
19,0.1,0.0,0.0,0.0,0,0,0,0,turkey,infectious bronchitis,"within the genus Gammacoronavirus , XXX virus ( IBV ) and YYY coronavirus ( TCoV ) .","Within the family Coronaviridae the embryonated egg has been used as a host system primarily for two avian coronaviruses within the genus Gammacoronavirus, infectious bronchitis virus (IBV) and turkey coronavirus (TCoV).",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
89,0.0,0.0,0.1,0.0,1,0,0,0,fruit,chronic diseases,"Higher consumption of YYY and vegetables has been associated with a lower risk of various XXX including coronary heart disease ,","Higher consumption of fruit and vegetables has been associated with a lower risk of various chronic diseases including coronary heart disease, obesity, and certain cancers.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.9,0.0
113,0.0,0.0,0.0,0.4,0,0,0,1,fruit,cardiovascular disease,YYY and vegetable intake has been associated with a reduced risk of XXX .,Fruit and vegetable intake has been associated with a reduced risk of cardiovascular disease.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.6,0,1,0,0.0,1.0,0.0
3,1.0,0.0,1.0,0.0,1,0,1,0,beer,allergic contact dermatitis,present a case of recurrent XXX ( ACD ) that lasted 6 months in which the patient retrospectively correlated new lesion appearance with consumption of specific types of YYY and bread .,We present a case of recurrent allergic contact dermatitis (ACD) that lasted 6 months in which the patient retrospectively correlated new lesion appearance with consumption of specific types of beer and bread.,DOID:3042,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,1,1.0,0.0,0.0
231,0.0,0.0,1.0,0.0,0,0,0,0,extra-virgin olive oil,alzheimer's disease,Previous evidence suggested that XXX ( EVOO ) is linked to attenuating amyloid-ÃÂÃÂÃÂÃÂ² ( AÃÂÃÂÃÂÃÂ² ) pathology and improving cognitive function in YYY ( AD ) mouse models,Previous evidence suggested that extra-virgin olive oil (EVOO) is linked to attenuating amyloid-ÃÂÃÂÃÂÃÂ² (AÃÂÃÂÃÂÃÂ²) pathology and improving cognitive function in Alzheimer's disease (AD) mouse models.,DOID:10652,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,0,0,0,0.0,1.0,0.0
257,1.0,0.0,1.0,0.0,1,0,1,0,eggs,infectious bronchitis,"Plymouth Rock birds producing hatching YYY , XXX ( IB ) caused a","In 35 flocks comprising almost 100,000 White Plymouth Rock birds producing hatching eggs, infectious bronchitis (IB) caused a decline in production which appeared to be connected with the age of the birds, when the outbreak started (table I).",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.5,1,0,0,1.0,0.0,1.0
355,1.0,0.0,0.0,0.0,0,0,0,0,iron fortifiers,iron-deficiency anemia,"XXX ( IDA ) is a major global public health problem , and the YYY in diet are clearly needed","Iron-deficiency anemia (IDA) is a major global public health problem, and the iron fortifiers in diet are clearly needed in the prevention and improvement of IDA for humans.",DOID:11758,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.1,0.0
245,1.0,0.2,0.0,0.0,1,0,0,1,"low-carbohydrate , ketogenic ( vlc ) diet",type 2 diabetes,"Adults with XXX YYY may experience health benefits ,","Adults with type 2 diabetes may experience health benefits, including glycemic control and weight loss, from following a very low-carbohydrate, ketogenic (VLC) diet.",DOID:9352,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,1,0,0.0,1.0,1.0
223,1.0,0.0,0.2,0.0,1,0,1,0,calorie-dense diet,obesity,XXX is a main driver of the global epidemics of YYY and type 2 diabetes (,Calorie-dense diet is a main driver of the global epidemics of obesity and type 2 diabetes (T2DM).,DOID:9970,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.5,1,0,0,1.0,0.0,0.0
133,0.0,1.0,0.0,1.0,0,1,0,1,garlic,colorectal cancer,have a preventive effect against XXX XXX YYY in animal models .,Garlic and its constituents are reported to have a preventive effect against colorectal cancer in animal models.,DOID:9256,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.6,1.0,0,1,1,0.0,1.0,0.0
82,0.0,0.0,0.0,1.0,0,1,0,1,docosahexaenoic acid,"cardiovascular, neurodegenerative","( ÃÂÃÂÃÂÃÂ-3FAs ) such as YYY ( DHA ) and Eicosapentanoic acid ( EPA ) , are active ingredient of fish oil , which have larger health benefits against various diseases including XXX , cancers and bone diseases","Omega-3 fatty acids (ÃÂÃÂÃÂÃÂ-3FAs) such as Docosahexaenoic acid (DHA) and Eicosapentanoic acid (EPA), are active ingredient of fish oil, which have larger health benefits against various diseases including cardiovascular, neurodegenerative, cancers and bone diseases.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.3,0.0
272,0.0,1.0,0.0,0.9,0,1,0,1,milk thistle extracts ,liver cirrhosis,"XXX have been used as medicinal herbs in the treatment of YYY , chronic hepatitis ( liver","Milk thistle extracts have been used as medicinal herbs in the treatment of liver cirrhosis, chronic hepatitis (liver inflammation), and gallbladder disorders.",DOID:5082,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
232,1.0,0.0,0.0,0.0,1,0,1,0,excessive sugar consumption,metabolic diseases,Since XXX has been related to the development of chronic YYY prevalent in the western world,"Since excessive sugar consumption has been related to the development of chronic metabolic diseases prevalent in the western world, the use of sweeteners has gradually increased worldwide over the last few years.",DOID:0014667,0.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0,0,1.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0,0,1,0,malnutrition,hypertension,The sex differences in YYY and XXX during adolescence is largely inconclusive,The sex differences in malnutrition and hypertension during adolescence is largely inconclusive.,DOID:10763,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
94,1.0,0.0,1.0,0.0,1,0,1,0,high protein diets ,bone loss,"XXX are believed to cause kidney stone formation and YYY , but the mechanisms mediating","High protein diets are believed to cause kidney stone formation and bone loss, but the mechanisms mediating these changes are unknown.",,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,0,1.0,0.0,0.9
85,0.0,0.9,0.0,0.7,1,0,0,0,beans,diabetic,"Common YYY have been associated with anti- XXX effects , due to its","Common beans have been associated with anti-diabetic effects, due to its high content of bioactive compounds.",,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0,1,0,0.0,1.0,0.0
53,1.0,0.0,1.0,1.0,1,0,0,1,coffee,neurodegenerative diseases,"that some foods , especially YYY , can act as a rich source of ÃÂÃÂÃÂÃÂ²-carbolines , which may possibly be associated with a reduced risk for serious XXX , such as Parkinson 's","Our findings strongly suggest that some foods, especially coffee, can act as a rich source of ÃÂÃÂÃÂÃÂ²-carbolines, which may possibly be associated with a reduced risk for serious neurodegenerative diseases, such as Parkinson's and Alzheimer's.",DOID:1289,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.1,0.8,0,0,0,0.0,0.1,0.0
202,0.0,0.0,0.0,0.0,1,0,1,0,milk,mastitis,"the leading cause of clinical XXX and is associated with persistent subclinical infections in ewes , significantly compromising the quality and quantity of YYY productions .","Staphylococcus aureus is the leading cause of clinical mastitis and is associated with persistent subclinical infections in ewes, significantly compromising the quality and quantity of milk productions.",DOID:10690,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,1,0,0,1.0,0.0,0.0
214,1.0,0.0,0.0,0.1,1,1,0,1,breast milk iga,nv infection,"however , the role of XXX against YYY and associated diarrhea is still","Humoral and fecal immunoglobulin A (IgA) responses have been correlated with protection against NV; however, the role of breast milk IgA against NV infection and associated diarrhea is still unknown.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.0
321,1.0,0.0,0.0,0.0,0,1,0,1,tea,pain,"berries , curcumin , and YYY have shown effects in ameliorating XXX and inflammation in OA ,","Dietary polyphenols and other bioactive compounds in berries, curcumin, and tea have shown effects in ameliorating pain and inflammation in OA, but few clinical studies have been reported.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
13,0.7,0.0,1.0,1.0,0,1,0,1,quercus liaotungensis koidz,diarrhea,"Acorn obtained from the XXX tree is consumed as a Chinese folk medicine for the treatment of YYY , abdominal pain , and","Acorn obtained from the Quercus liaotungensis Koidz tree is consumed as a Chinese folk medicine for the treatment of diarrhea, abdominal pain, and inflammation, also having strong antioxidant activity and have been utilized for the treatment of diabetes in China.",DOID:13250,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
44,0.0,1.0,0.0,1.0,0,1,0,1,docosahexaenoic acid,tumour,XXX ( DHA ) has been shown to reduce YYY growth in preclinical models when,Docosahexaenoic acid (DHA) has been shown to reduce tumour growth in preclinical models when combined with chemotherapy and is known to beneficially modulate systemic immune function.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.2,0.0
71,0.0,1.0,0.0,1.0,0,1,0,1,blood sugar,fatigue,"effects in resisting oxidation , YYY resistance , raising fertility , regulating endocrine , enhancing immunity , tumour suppression , treating osteoporosis , regulate XXX and protection of nervous system","Numerous studies suggested that maca may serve effects in resisting oxidation, fatigue resistance, raising fertility, regulating endocrine, enhancing immunity, tumour suppression, treating osteoporosis, regulate blood sugar and protection of nervous system.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
271,1.0,0.0,0.0,0.0,0,0,0,0,beer,ad,"seafood , makgeolli , and XXX were associated with a lower prevalence of YYY ( OR , 0.56 ;","High levels of consumption (>92 times/month) of fermented foods such as doenjang, chungkookjang, kimchi, fermented seafood, makgeolli, and beer were associated with a lower prevalence of AD (OR, 0.56; 95% confidence interval [CI], 0.37-0.84).",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0,0,0,0,almond,heart disease,"YYY kernels contain phytochemicals with positive health effects in relation to XXX , diabetes and obesity .","Almond kernels contain phytochemicals with positive health effects in relation to heart disease, diabetes and obesity.",DOID:114,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,1.0,0.0
134,1.0,0.0,0.0,1.0,1,0,0,1,olive oil,ckd,"beneficial effects in patients with YYY : increased fibre intake shifts the gut microbiota towards reduced production of uraemic toxins ; plant fats , particularly XXX , have anti-atherogenic effects ;","Plant nutrients and plant-based diets could have beneficial effects in patients with CKD: increased fibre intake shifts the gut microbiota towards reduced production of uraemic toxins; plant fats, particularly olive oil, have anti-atherogenic effects; plant anions might mitigate metabolic acidosis and slow CKD progression; and as plant phosphorus has a lower bioavailability than animal phosphorus, plant-based diets might enable better control of hyperphosphataemia.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.2,0.0
39,1.0,0.0,1.0,0.0,1,0,1,0,salt,hypertension,"Excessive YYY intake is an important risk factor of diseases such as XXX , stroke , and stomach","Excessive salt intake is an important risk factor of diseases such as hypertension, stroke, and stomach cancer.",DOID:10763,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.1,1.0,1,0,0,0.0,0.0,0.0
233,0.0,1.0,0.0,0.1,0,1,0,1,diosgenin,axonal atrophy,to facilitate the repair of XXX XXX YYY and synaptic degeneration and improve,"Diosgenin, a yam-derived compound, was found to facilitate the repair of axonal atrophy and synaptic degeneration and improve memory dysfunction in a transgenic mouse model of Alzheimer's disease (AD).",,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.6,0.0,0,0,0,0.2,1.0,0.0
80,0.0,1.0,0.0,1.0,0,1,0,1,black rice,hypoglycemic,Cyanidin-3-glucoside ( C3G ) from YYY was reported to have XXX effects and an anti-osteoporosis effect,Cyanidin-3-glucoside (C3G) from black rice was reported to have hypoglycemic effects and an anti-osteoporosis effect in diabetic rats.,,1.0,0.0,1.0,1.0,1.0,1.0,0,1,1.0,1.0,0,1,0,0.0,0.9,0.0
76,0.0,0.0,1.0,0.0,1,0,1,0,flour,asthma,XXX could be induced by inhaled YYY or by exposure to allergens,Asthma could be induced by inhaled flour or by exposure to allergens present in bakery products.,DOID:2841,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0.1,1.0,1,0,0,0.3,0.0,1.0
128,0.0,0.0,1.0,0.3,1,0,0,0,garlic,cancer,"Allium family , such as YYY and onions , is associated with a decreased risk of XXX in humans .","Epidemiological evidence indicates that a high dietary intake of plants of the Allium family, such as garlic and onions, is associated with a decreased risk of cancer in humans.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.7,0.0
194,1.0,0.0,0.7,0.0,0,0,1,0,cow's milk protein,allergy,"Cow 's milk protein XXX YYY , which occurs in approximately","Cow's milk protein allergy, which occurs in approximately 5-10% of the population of infants and children, has become an important public food safety problem.",,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0.7,0.6,1,0,0,0.0,0.0,0.0
3,0.0,1.0,0.0,1.0,1,1,0,1,spirulina platensis extracts,cancer,XXX have exhibited considerable anti- YYY effects .,Spirulina platensis extracts have exhibited considerable anti-cancer effects.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.2,0.5,0,1,0,0.0,1.0,0.0
72,1.0,0.0,1.0,0.0,1,0,1,0,flour,asthmatic reactions,`` occupational '' exposure to YYY provoked dual XXX accompanied by rhinitis in two,"Bronchial provocation tests by ""occupational"" exposure to flour provoked dual asthmatic reactions accompanied by rhinitis in two atopic bakers engaged in the manufacture of bread and pies.",,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,0,1.0,0.0,0.0
269,1.0,0.0,0.0,0.0,1,0,1,0,milk,allergy,"food allergen ( along with YYY , egg , peanut , fish , and wheat ) , the prevalence of soy XXX in the pediatric population is","Although soy is considered a major food allergen (along with milk, egg, peanut, fish, and wheat), the prevalence of soy allergy in the pediatric population is not well defined.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.4
288,0.9,0.0,1.0,0.0,1,0,1,0,onion,dermatitis,"YYY ( Allium cepa ) handling can induce contact XXX , rhinoconjunctivitis and asthma .","Onion (Allium cepa) handling can induce contact dermatitis, rhinoconjunctivitis and asthma.",DOID:2723,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,1,0.0,0.0,0.0
89,1.0,0.0,1.0,0.0,1,0,1,0,salt,calcium oxalate urolithiasis,excesses in animal protein and/or YYY have been implicated as risk factors in XXX .,Dietary excesses in animal protein and/or salt have been implicated as risk factors in calcium oxalate urolithiasis.,DOID:0080653,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.2,0,0,0,0.3,0.0,1.0
17,0.0,0.0,0.0,1.0,0,1,0,1,ginkgo biloba,cough,"XXX has long been used in ancient China for the treatment of YYY , asthma , and other","Ginkgo biloba has long been used in ancient China for the treatment of cough, asthma, and other lung diseases.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
121,0.0,0.0,0.0,0.0,0,0,0,0,high-salt ( hs ) diets,hypertension,) diets are associated with XXX YYY and cardiac remodelling .,High-salt (HS) diets are associated with hypertension and cardiac remodelling.,DOID:10763,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
289,1.0,0.0,0.0,0.0,0,1,0,1,eggs,atopic disease,"foods , including peanuts , YYY , and fish , beyond 4 to 6 months prevents XXX .","There is no evidence that delaying the introduction of allergenic foods, including peanuts, eggs, and fish, beyond 4 to 6 months prevents atopic disease.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.9,0.0
118,0.0,0.0,0.0,0.0,0,0,0,1,fruits,neurodegenerative diseases,"such as those found in YYY and vegetables , may lower the risk of developing age-related XXX such as Parkinson 's disease","Epidemiological studies have shown that consumption of diets rich in antioxidant and anti-inflammatory agents, such as those found in fruits and vegetables, may lower the risk of developing age-related neurodegenerative diseases such as Parkinson's disease and Alzheimer's disease.",DOID:1289,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,1.0,0.0
273,0.0,1.0,0.0,1.0,0,1,0,1,salt,cystic fibrosis,"Xylitol , a potential XXX treatment , lowers the YYY concentration of airway surface liquid","Xylitol, a potential cystic fibrosis treatment, lowers the salt concentration of airway surface liquid and enhances innate immunity of human airways.",DOID:1485,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
158,1.0,0.0,1.0,0.0,0,0,0,1,plant-based foods and beverages,vascular damage,"Flavonoids , compounds found in XXX , might ameliorate YYY and atherosclerosis .","Flavonoids, compounds found in plant-based foods and beverages, might ameliorate vascular damage and atherosclerosis.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.2,0.0
4,0.6,0.0,0.0,0.1,0,1,0,1,alcoholic beverages,dementia,Moderate consumption of XXX reduces the risk of YYY and cognitive decline .,Moderate consumption of alcoholic beverages reduces the risk of dementia and cognitive decline.,DOID:1307,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.3
297,0.0,0.0,1.0,0.0,1,0,0,0,peanut,eczema,"XXX ever at age 10 years was associated with an increased risk of physician-diagnosed food allergy ( 5.78 , 3.04-9.52 ) , with the highest risk of cashew ( 7.36 , 3.20-16.94 ) and YYY ( 5.58 , 3.08-10.10 )","Eczema ever at age 10 years was associated with an increased risk of physician-diagnosed food allergy (5.78, 3.04-9.52), with the highest risk of cashew (7.36, 3.20-16.94) and peanut (5.58, 3.08-10.10) food allergy.",DOID:2723,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.1,1.0,1,0,0,0.0,0.0,0.0
94,0.0,1.0,0.0,0.4,0,1,0,1,fruit,coronary heart disease,recommended for the prevention of XXX XXX YYY ( CHD ) .,Fruit and vegetable (FV) intake is recommended for the prevention of coronary heart disease (CHD).,DOID:3393,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0,1,0,0.0,1.0,0.0
108,0.1,0.0,1.0,0.0,1,0,1,0,chickens,hpai,highly pathogenic avian influenza ( YYY ) virus subtype H7N3 have been occurring in commercial XXX in Mexico since its first,Outbreaks of highly pathogenic avian influenza (HPAI) virus subtype H7N3 have been occurring in commercial chickens in Mexico since its first introduction in 2012.,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.6,0.0,0.0
315,0.0,0.8,0.0,0.7,0,1,0,0,milk,allergic,While many egg and YYY - XXX children tolerate baked egg (,"While many egg and milk-allergic children tolerate baked egg (BE) and milk (BM), reactions elicited by these oral food challenges (OFCs) can be severe.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
122,0.9,0.1,0.0,1.0,0,1,0,1,whey protein (wp),hypertension,"Besides their nutritional value , XXX peptides are food components retaining important pharmacological properties for controlling YYY .","Besides their nutritional value, whey protein (WP) peptides are food components retaining important pharmacological properties for controlling hypertension.",DOID:10763,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.6,0.0
