,bert_cause_cs_pairs,bert_treat_cs_pairs,roberta_cause_cs_pairs,roberta_treat_cs_pairs,bert_cause_cs_simple,bert_treat_cs_simple,roberta_cause_cs_simple,roberta_treat_cs_simple,term1,term2,relation_candidates,sentence,entity_id_y,is_cause,is_treat,is_food_correct,is_food_partially_correct,is_disease_correct,is_disease_partially_correct,bert_cause_ade_simple,roberta_cause_ade_simple,bert_cause_ade_pairs,roberta_cause_ade_pairs,biobert_cause_cs_simple,biobert_treat_cs_simple,biobert_cause_ade_simple,biobert_cause_cs_pairs,biobert_treat_cs_pairs,biobert_cause_ade_pairs
364,1.0,0.0,1.0,0.0,1,0,1,0,allium sativa ( garlic ),intra vascularhaemolytic anaemia,of garlic may result to XXX XXX YYY in rats .,"Despite the high acceptability of Allium sativa (Garlic) as a remedy for many diseases as earlier stated by manyresearchers, previous studies have shown that chronic and unregulated consumption of garlic may result to intra vascularhaemolytic anaemia in rats.",DOID:2355,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,1,1.0,0.0,0.0
53,1.0,0.0,1.0,0.0,1,0,1,0,sucrose,diabetes,"due to high level of YYY , could lead to XXX and tooth decay among children","Chocolate milk is one of the most commonly used non-fermentative dairy products, which, due to high level of sucrose, could lead to diabetes and tooth decay among children.",DOID:9351,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0.5,1.0,1,0,0,1.0,0.0,0.4
331,0.0,0.0,0.4,0.0,1,0,0,0,glycemic load (gl) diet,cardiovascular mortality,index ( GI ) and YYY are associated with a higher risk for metabolic complications and XXX .,Recent epidemiologic studies have found that a high glycemic index (GI) and glycemic load (GL) diet are associated with a higher risk for metabolic complications and cardiovascular mortality.,,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1,1,0,0,0.0,0.0,0.0
351,1.0,0.0,0.0,0.0,0,1,0,0,gastrointestinal ( gi ) protective drugs,ra,Patients with XXX YYY commonly use gastrointestinal ( GI,Patients with RA commonly use gastrointestinal (GI) protective drugs for treatment and prevention of drug-associated GI injuries.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,1.0
10,0.0,0.2,0.0,1.0,0,1,0,1,oryza sativa,vomiting,"XXX L. is consumed globally as a staple food , and its roots have been used as a Korean and Chinese medical supplement for protection of the stomach and lungs and for amelioration of YYY and fever .","Oryza sativa L. is consumed globally as a staple food, and its roots have been used as a Korean and Chinese medical supplement for protection of the stomach and lungs and for amelioration of vomiting and fever.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,1.0,0.0
369,0.0,1.0,0.0,1.0,0,1,0,1,micronutrient powders,anaemia,"Home fortification with XXX ( MNP ) has been shown to reduce YYY , with high overall acceptability","Home fortification with micronutrient powders (MNP) has been shown to reduce anaemia, with high overall acceptability and adherence, but there is limited evidence from West Africa.",DOID:2355,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
132,1.0,0.0,1.0,0.0,0,0,1,0,alcohol,obesity,"The association of XXX , physical inactivity and YYY with elevated blood pressure (","The association of obesity, physical inactivity and alcohol with elevated blood pressure (BP) is firmly established.",DOID:9970,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.4,0,0,0,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0,1,0,0,1,milk,cognitive impairment,YYY and other dairy products may contribute to the prevention of physical and XXX .,Milk and other dairy products may contribute to the prevention of physical and cognitive impairment.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
255,0.0,0.0,0.0,0.6,0,0,0,0,olive oil consumption,osteoporosis,Rates of YYY are significantly lower in regions of the world where XXX is a dietary cornerstone .,Rates of osteoporosis are significantly lower in regions of the world where olive oil consumption is a dietary cornerstone.,DOID:11476,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.5,0.0
73,1.0,0.0,1.0,0.0,1,0,1,0,flour,respiratory symptoms,at high risk of developing XXX due to exposure to YYY dust in their working environment,Flour mill workers are at high risk of developing respiratory symptoms due to exposure to flour dust in their working environment.,,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,0,1.0,0.0,1.0
312,0.0,0.0,0.6,0.0,0,0,1,0,milk,allergies,"are particularly worrisome as unlike XXX to other allergenic foods , such as YYY and egg , which are","Allergies to peanuts are particularly worrisome as unlike allergies to other allergenic foods, such as milk and egg, which are commonly outgrown by 5 or 10 years of age, 80% of peanut allergies persist into adulthood.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
432,0.0,1.0,0.0,0.7,0,1,0,1,green tea,neurodegenerative disease,"as resveratrol , curcumin , YYY polyphenols , and vitamin E are promising therapeutic agents in oxidative stress-mediated XXX as they have fewer adverse","Natural antioxidants from food sources and natural products such as resveratrol, curcumin, green tea polyphenols, and vitamin E are promising therapeutic agents in oxidative stress-mediated neurodegenerative disease as they have fewer adverse effects, more tolerable, cheaper, and sustainable for long term consumption.",DOID:1289,0.0,1.0,1.0,1.0,1.0,1.0,0,1,1.0,0.0,0,1,0,0.0,1.0,0.0
98,1.0,0.0,0.0,0.0,1,0,0,0,fruits,cvds,studies have indicated that consuming XXX was inversely related to the risk of YYY .,Accumulating epidemiological studies have indicated that consuming fruits was inversely related to the risk of CVDs.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0,0,1,0.0,0.0,0.0
55,1.0,0.0,0.0,0.0,1,1,0,1,caffeic acid,alzheimer's disease,YYY ( CA ) has shown neuroprotection in XXX or cerebral ischaemia ; however,"Caffeic acid (CA) has shown neuroprotection in Alzheimer's disease or cerebral ischaemia; however, it is unclear whether CA confers neuroprotection in ÃÂÃÂÃÂÃÂ±-synuclein-induced PD models.",DOID:10652,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
229,0.0,1.0,0.0,1.0,0,1,0,1,oolong tea,cancer,"regarding the health benefits of XXX consumption is accumulating , and tea polyphenols have various pharmacological properties such as anti- YYY and anti-diabetes effects .","Evidence regarding the health benefits of oolong tea consumption is accumulating, and tea polyphenols have various pharmacological properties such as anti-cancer and anti-diabetes effects.",,0.0,1.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,0,0,0,0.0,0.9,0.0
402,0.0,1.0,0.4,0.0,0,1,0,1,eicosapentaenoic acid,alzheimer's disease,"esters ( DHA-EE ) in YYY ( AD ) ; however , XXX ( EPA ) has rarely","Abundant studies have highlighted the protective effects of docosahexaenoic acid (DHA), in the form of glycerolipids (glycerophosphatides and triglycerides) and DHA-ethyl esters (DHA-EE) in Alzheimer's disease (AD); however, eicosapentaenoic acid (EPA) has rarely been implicated.",DOID:10652,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.2,0.0
344,0.0,1.0,0.0,1.0,0,1,0,1,sesame oil,joints pain,YYY is an herbal product that has been used to treat the XXX in several traditional medicines .,Sesame oil is an herbal product that has been used to treat the joints pain in several traditional medicines.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
261,0.0,0.0,0.0,1.0,0,1,0,1,extra virgin olive oil,myocardial infarction,"In this context , XXX ( EVOO ) , the most representative component of this diet , seems to be relevant in lowering the incidence of cardiovascular events , including YYY and stroke .","In this context, extra virgin olive oil (EVOO), the most representative component of this diet, seems to be relevant in lowering the incidence of cardiovascular events, including myocardial infarction and stroke.",DOID:5844,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.6,0.0
71,0.0,1.0,0.0,1.0,0,1,0,1,flour,respiratory allergy,7 % ) had a XXX against YYY ( YYY rhinitis and/or YYY,"Out of the 314 subjects tested, 22 (7%) had a respiratory allergy against flour (flour rhinitis and/or flour asthma), and 21 (6.7%) a preexistent atopic disease without actual symptoms of flour allergy.",DOID:0060496,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
170,1.0,0.0,1.0,0.0,0,0,0,0,ginger,hyperlipidemia,"has been documented to ameliorate XXX XXX YYY , hyperglycemia , oxidative stress","Ginger (Zingiber officinale Roscoe, Zingiberaceae) has been documented to ameliorate hyperlipidemia, hyperglycemia, oxidative stress, and inflammation.",,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.2,0.0,0,0,0,0.0,1.0,0.0
6,0.8,0.0,0.0,0.0,0,1,0,1,beer,brain disorders,a major role in preventing XXX XXX YYY .,"Beer, as part of this protective diet, contains compounds such as silicon and hops that could play a major role in preventing brain disorders.",,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0,1,1,0.0,1.0,0.0
5,0.0,1.0,0.0,1.0,0,1,0,1,beer,memory impairment,"the hop-derived bitter components in YYY , improve XXX in aged and Alzheimer 's","We have previously demonstrated that iso-ÃÂÃÂÃÂÃÂ±-acids (IAAs), the hop-derived bitter components in beer, improve memory impairment in aged and Alzheimer's disease mouse models.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
254,0.0,0.0,0.0,0.0,0,0,0,1,citrus fruits,metabolic syndrome,YYY are known for their beneficial health effects associated with the prevention of XXX /type 2 diabetes that is,Citrus fruits are known for their beneficial health effects associated with the prevention of metabolic syndrome/type 2 diabetes that is mainly attributed to flavonoids.,DOID:0014667,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
298,0.0,0.2,0.0,1.0,0,1,0,1,p. cauliflora,skin irritations,"The fruits of YYY are used as food , and almost all parts of this species have long been used as a traditional Brazilian medicine for the treatment of XXX , flu , diarrhea ,","The fruits of P. cauliflora are used as food, and almost all parts of this species have long been used as a traditional Brazilian medicine for the treatment of skin irritations, flu, diarrhea, labyrinthitis, genito-urinary problems, and asthma.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
93,0.0,0.0,0.0,1.0,0,1,0,1,cereal,coronary disease,") mixed linked ÃÂÃÂÃÂÃÂ²-D-glucan from YYY grains is a valuable component of a healthy diet , which reduces risks of XXX and diabetes .","The soluble dietary fiber (1-3)(1-4) mixed linked ÃÂÃÂÃÂÃÂ²-D-glucan from cereal grains is a valuable component of a healthy diet, which reduces risks of coronary disease and diabetes.",DOID:3393,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
162,0.0,1.0,0.0,1.0,0,1,0,1,ginger,alzheimer's disease,the management or treatment of XXX XXX YYY in folklore medicine .,Ginger has been reportedly used for the management or treatment of Alzheimer's disease in folklore medicine.,DOID:10652,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.7,1.0,0,1,1,0.0,1.0,0.0
407,1.0,0.0,1.0,0.0,1,0,1,0,unbalanced diet,neurodegenerative diseases,"theories investigating the causes of XXX have been formulated and a condition or risk factor that can contribute is described by the gut-brain axis hypothesis : stress , YYY , and drugs impact altering","In the last decade, several theories investigating the causes of neurodegenerative diseases have been formulated and a condition or risk factor that can contribute is described by the gut-brain axis hypothesis: stress, unbalanced diet, and drugs impact altering microbiota composition which contributes to dysbiosis.",DOID:1289,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.1,1.0,1,0,0,1.0,0.0,1.0
193,0.9,0.0,0.0,0.4,1,0,0,0,yogurt,cardiovascular disease,"including milk , cheese and YYY , has been associated with better quality of diet and reduced risk of XXX , the leading cause of","The consumption of dairy, including milk, cheese and yogurt, has been associated with better quality of diet and reduced risk of cardiovascular disease, the leading cause of death globally.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,1.0,0.0
46,0.0,0.0,0.0,0.0,1,0,1,0,coffee,kidney disease,"Drinking YYY can raise public health problems , but the association between YYY and XXX is unknown .","Drinking coffee can raise public health problems, but the association between coffee and kidney disease is unknown.",DOID:557,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,1,0.8,0.0,0.0
301,0.0,0.0,0.0,0.0,0,0,1,0,peanut,allergies,nuts ( TNs ) and YYY ( PN ) XXX vary in different regions of,The characteristics of tree nuts (TNs) and peanut (PN) allergies vary in different regions of the world.,,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0,0,0,0,food consumption,obesity,"Thus , having YYY was associated with altered relationships between XXX and the hedonic responses to","Thus, having obesity was associated with altered relationships between food consumption and the hedonic responses to food rewards as well as reduced satiety effects in women.",DOID:9970,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.0,0.4,1,0,0,0.0,0.0,0.0
84,0.7,0.9,0.0,0.0,1,1,0,1,ginger,inflammation,as an anti-oxidant and anti- XXX XXX YYY can effect on these biomarkers,Ginger as an anti-oxidant and anti-inflammation can effect on these biomarkers.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.5,0.0,0,1,0,0.0,1.0,0.0
176,0.0,1.0,0.0,1.0,0,1,0,1,ginger,diabetes mellitus,and/or treatment of diseases including XXX XXX YYY .,"Ginger is an important medicinal herb has numerous bioactive components and is used in the management, control and/or treatment of diseases including diabetes mellitus.",DOID:9351,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0,1,0,0.0,1.0,0.0
76,0.0,0.0,1.0,0.0,1,0,1,0,flour,asthma,XXX could be induced by inhaled YYY or by exposure to allergens,Asthma could be induced by inhaled flour or by exposure to allergens present in bakery products.,DOID:2841,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0.1,1.0,1,0,0,0.3,0.0,1.0
49,0.0,1.0,0.0,1.0,0,1,0,1,dark chocolate,t2d,"of flavanols from cocoa or XXX would constitute a potential preventive tool useful for the nutritional management of YYY , this recommendation should be","While it could be suggested that daily consumption of flavanols from cocoa or dark chocolate would constitute a potential preventive tool useful for the nutritional management of T2D, this recommendation should be cautious since most of commercially available soluble cocoa products or chocolates contain low amount of flavanols and are rich in sugar and calories that may aggravate glycaemic control in T2D patients.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.2,0.0
43,1.0,0.9,0.0,1.0,0,0,0,1,cocoa consumption,type 2 diabetes,"Regular XXX has been shown to improve blood pressure ( BP ) , insulin sensitivity , and lipid levels in patients with YYY ( T2D ) , using","Regular cocoa consumption has been shown to improve blood pressure (BP), insulin sensitivity, and lipid levels in patients with type 2 diabetes (T2D), using up to 100 g of chocolate or 54 g of cocoa.",DOID:9352,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.4,0.2
167,1.0,0.0,0.8,0.0,0,0,0,0,free fatty acid oxidation,glycogenolysis,"insulin sensitivity , lipolysis , XXX , adipocyte browning , YYY , glycogenesis , and general","The autocrine, paracrine, and endocrine actions of myokines include regulation of energy expenditure, insulin sensitivity, lipolysis, free fatty acid oxidation, adipocyte browning, glycogenolysis, glycogenesis, and general metabolism.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
138,0.0,0.0,0.0,1.0,0,1,0,1,allium,cancer,"against several diseases , including XXX XXX YYY .","Allium vegetables have been shown to have beneficial effects against several diseases, including cancer.",,0.0,1.0,1.0,1.0,1.0,1.0,1,0,1.2,2.0,0,1,0,0.0,2.0,0.0
66,0.0,0.0,0.0,0.0,1,0,0,0,wheat,coeliac disease,with both intolerances ( notably XXX XXX YYY ) and allergies .,"Wheat is one of the major crops grown, processed and consumed by humankind and is associated with both intolerances (notably coeliac disease) and allergies.",DOID:10608,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0,0,0.0,0.0,0.0
130,1.0,0.0,0.0,0.0,0,0,0,0,beverages,acute renal disorders,( TWI = water + YYY + food moisture ) with XXX such as kidney stones and,A long-standing body of clinical observations associates low 24-h total water intake (TWI = water + beverages + food moisture) with acute renal disorders such as kidney stones and urinary tract infections.,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
319,0.0,0.0,0.0,0.2,0,1,0,1,broccoli,cartilage destruction,"precursor which is found in YYY , can prevent XXX in cells , in in","We have previously demonstrated that sulforaphane, a dietary isothiocyanate derived from its glucosinolate precursor which is found in broccoli, can prevent cartilage destruction in cells, in in vitro and in vivo models of osteoarthritis.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
4,0.4,0.0,0.0,0.0,1,0,0,0,limanda limanda,ulcerations,Aeromonas salmonicida was isolated from YYY in common dab ( XXX ) .,Aeromonas salmonicida was isolated from ulcerations in common dab (Limanda limanda).,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
239,0.0,0.6,0.0,0.0,0,1,0,1,red yeast rice,blood stasis,XXX is a food fermentation product widely used to promote blood circulation and remove YYY .,Red yeast rice is a food fermentation product widely used to promote blood circulation and remove blood stasis.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
75,1.0,0.0,1.0,0.0,1,0,1,0,flour,allergic reactions,XXX to wheat may be caused by ingestion of wheat containing foods or inhalation of YYY ( Bakers asthma ) .,Allergic reactions to wheat may be caused by ingestion of wheat containing foods or inhalation of flour (Bakers asthma).,,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,1,1.0,0.0,1.0
294,1.0,0.0,1.0,0.0,1,0,1,0,wheat,allergic reactions,YYY is one of the five most common foods that trigger XXX in children .,Wheat is one of the five most common foods that trigger allergic reactions in children.,,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,1,1.0,0.0,1.0
22,1.0,0.0,1.0,0.0,1,0,1,0,poultry,bronchitis,"Infectious XXX is one of the most common diseases in the YYY industry in many countries ,","Infectious bronchitis is one of the most common diseases in the poultry industry in many countries, especially in the regions with a dense poultry farming industry.",DOID:6132,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.5,1,0,0,1.0,0.0,0.0
238,0.0,0.1,0.0,0.0,1,1,1,0,bread,glycemic,"YYY is a staple food for majority of the people worldwide , but it has a high XXX effect .","Bread is a staple food for majority of the people worldwide, but it has a high glycemic effect.",,1.0,0.0,1.0,1.0,1.0,1.0,0,1,0.8,1.0,1,0,1,0.0,0.8,0.0
86,0.0,0.0,1.0,0.0,0,1,0,1,mollusks,osteoporosis,"cultures and in vivo animal XXX models have demonstrated the potential for seafood-derived SBPs , including fish , YYY , crustaceans , seaweed and","In vitro cell cultures and in vivo animal osteoporosis models have demonstrated the potential for seafood-derived SBPs, including fish, mollusks, crustaceans, seaweed and microalgae, in preventing osteoporosis.",DOID:11476,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
322,0.0,0.8,0.0,0.0,0,1,0,1,fruit of terminalia chebula,ailments,"The XXX has been used extensively in various traditional health systems for different YYY , with additional preclinical and","The fruit of Terminalia chebula has been used extensively in various traditional health systems for different ailments, with additional preclinical and clinical data demonstrating antioxidant and anti-inflammatory potential.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
44,0.0,1.0,0.0,1.0,0,1,0,1,docosahexaenoic acid,tumour,XXX ( DHA ) has been shown to reduce YYY growth in preclinical models when,Docosahexaenoic acid (DHA) has been shown to reduce tumour growth in preclinical models when combined with chemotherapy and is known to beneficially modulate systemic immune function.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.2,0.0
79,0.8,0.0,0.0,1.0,1,1,0,1,breadfruit,diabetes,worldwide food security and mitigate XXX YYY .,Breadfruit is a traditional staple crop from Pacific islands with the potential to improve worldwide food security and mitigate diabetes.,DOID:9351,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0,1,1,0.3,1.0,0.3
30,0.0,0.0,1.0,0.0,1,0,1,0,chicken,cholera,"from the liver of a YYY , which died during an outbreak of fowl XXX in 2011 .","In the previous study, a capsular serotype A strain GX-Pm was isolated from the liver of a chicken, which died during an outbreak of fowl cholera in 2011.",DOID:1498,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,1,0,1,1.0,0.0,0.0
214,1.0,0.0,0.0,0.1,1,1,0,1,breast milk iga,nv infection,"however , the role of XXX against YYY and associated diarrhea is still","Humoral and fecal immunoglobulin A (IgA) responses have been correlated with protection against NV; however, the role of breast milk IgA against NV infection and associated diarrhea is still unknown.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.0
29,0.0,1.0,0.0,1.0,1,0,1,0,nobiletin from citrus peels,dementia,"Previously , we identified XXX as a natural compound possessing anti- YYY activity .","Previously, we identified nobiletin from citrus peels as a natural compound possessing anti-dementia activity.",DOID:1307,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0,0,1,0.0,0.2,0.0
227,0.0,0.5,0.0,0.0,0,1,0,1,pharmaceutical drugs,hyperuricemia,"While XXX have been shown to exhibit serious side effects , and bioactive compounds from plant-based functional foods have been demonstrated to be active in the treatment of YYY with only minimal side effects","While pharmaceutical drugs have been shown to exhibit serious side effects, and bioactive compounds from plant-based functional foods have been demonstrated to be active in the treatment of hyperuricemia with only minimal side effects.",DOID:1920,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0.4,0.0,1,0,0,0.7,0.1,0.0
212,1.0,0.0,1.0,0.0,1,0,1,0,food additives,foodallergies,causally significant food allergens and XXX XXX YYY that cause the development of,"The article presents data on causally significant food allergens and food additives that cause the development of food allergies, as well as information on the main food proteins and their components involved in the formation of cross-reactivity.",,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.4,1,0,0,0.1,0.0,1.0
264,0.0,0.0,0.0,0.0,0,0,0,0,yeast,bronchitis,64 individuals having occupational chronic XXX and 41 healthy individuals -- both working at YYY hydrolysis production -- demonstrated increase,64 individuals having occupational chronic bronchitis and 41 healthy individuals--both working at yeast hydrolysis production--demonstrated increase in B immunity with higher spontaneous and antigen-stimulated Ig synthesis.,DOID:6132,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
323,0.0,0.5,0.0,1.0,0,1,0,1,breast milk,infections,XXX is not only a completely adapted nutrition source for the newborn but also an impressive array of immune-active molecules that afford protection against YYY and shape mucosal immune responses,Breast milk is not only a completely adapted nutrition source for the newborn but also an impressive array of immune-active molecules that afford protection against infections and shape mucosal immune responses.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,1.0,0.0
58,0.0,0.4,0.0,1.0,0,1,0,1,mediterranean diet,bone disease,XXX ( MD ) has shown to prevent YYY .,Mediterranean diet (MD) has shown to prevent bone disease.,DOID:0080001,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
127,0.0,0.0,0.0,1.0,0,1,0,1,capsinoids from nonpungent chili pepper,chills,"XXX cultivar have been reported to reduce body fat mass , promote metabolism , and improve unidentified complaints of YYY .","Capsinoids from nonpungent chili pepper cultivar have been reported to reduce body fat mass, promote metabolism, and improve unidentified complaints of chills.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.4,0,0,0,0.0,0.3,0.0
127,0.0,0.2,0.0,0.0,0,0,0,0,fruit,bladder cancer,"consumption was inversely related with XXX XXX YYY in many studies , but","Fruit and vegetable consumption was inversely related with bladder cancer in many studies, but no consistent association has emerged between intake of related micronutrients and reduced risk of bladder cancer.",DOID:11054,0.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0,0,0.0,0.2,0.0
3,0.0,1.0,0.0,1.0,1,1,0,1,spirulina platensis extracts,cancer,XXX have exhibited considerable anti- YYY effects .,Spirulina platensis extracts have exhibited considerable anti-cancer effects.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.2,0.5,0,1,0,0.0,1.0,0.0
17,0.0,0.0,0.0,1.0,0,1,0,1,ginkgo biloba,cough,"XXX has long been used in ancient China for the treatment of YYY , asthma , and other","Ginkgo biloba has long been used in ancient China for the treatment of cough, asthma, and other lung diseases.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
35,0.0,0.0,0.0,0.0,0,0,0,1,cheese,cvd,"In subgroup analysis , XXX and yogurt consumptions were associated with decreased YYY risk ( OR = 0.87","In subgroup analysis, cheese and yogurt consumptions were associated with decreased CVD risk (OR = 0.87, 95% CI = 0.80-0.94 for cheese and OR = 0.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
128,0.0,0.0,1.0,0.3,1,0,0,0,garlic,cancer,"Allium family , such as YYY and onions , is associated with a decreased risk of XXX in humans .","Epidemiological evidence indicates that a high dietary intake of plants of the Allium family, such as garlic and onions, is associated with a decreased risk of cancer in humans.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.7,0.0
97,0.0,0.0,0.0,0.0,0,0,1,0,walnuts,cardiovascular disease,"nuts , specifically peanuts and YYY , and XXX remain unclear .","The associations between specific types of nuts, specifically peanuts and walnuts, and cardiovascular disease remain unclear.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.4,0,0,0,0,breeder chickens,fadv-4 infection,"The results showed that the XXX rate was 65.2 % ( 443/679 ) , and the rate in breeder ducks was almost two-fold higher than that in YYY ( 68.57 % vs. 34.30","The results showed that the FAdV-4 infection rate was 65.2% (443/679), and the rate in breeder ducks was almost two-fold higher than that in breeder chickens (68.57% vs. 34.30%).",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
108,0.2,0.0,0.0,1.0,0,1,0,1,fruit,dementia,"vegetables and two servings of YYY a day could help prevent XXX in older adults , new","Having at least three servings of vegetables and two servings of fruit a day could help prevent dementia in older adults, new research suggests.",DOID:1307,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
162,0.0,0.0,1.0,0.0,1,0,1,0,dietary sugar,dental caries,"YYY , especially in liquid form , increases risk of XXX , adiposity , and type","Dietary sugar, especially in liquid form, increases risk of dental caries, adiposity, and type 2 diabetes.",DOID:216,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1,1,0,0,0.0,0.0,1.0
168,0.0,1.0,0.0,1.0,0,1,0,1,healthy diets,type 2 diabetes mellitus,AGEs ) levels could affect XXX ( T2DM ) remission in newly diagnosed patients through the consumption of two YYY .,It is hypothesized that decreased advanced glycation end products (AGEs) levels could affect type 2 diabetes mellitus (T2DM) remission in newly diagnosed patients through the consumption of two healthy diets.,DOID:9352,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,0,1,1,0.8,0.6,0.0
20,1.0,0.0,1.0,0.0,1,0,1,0,chicken respiratory tract,infectious bronchitis,YYY ( IB ) is a viral infection of the XXX that causes substantial economic burden,Infectious bronchitis (IB) is a viral infection of the chicken respiratory tract that causes substantial economic burden on the industry.,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
